,text,y
607,"sitting through the last reel -lrb- spoiler alert ! -rrb-
",2
608,"in the end , the film feels homogenized and a bit contrived , as if we 're looking back at a tattered and ugly past with rose-tinted glasses .
",1
609,"while the frequent allusions to gurus and doshas will strike some westerners as verging on mumbo-jumbo ... broad streaks of common sense emerge with unimpeachable clarity .
",3
610,"the movie is hardly a masterpiece , but it does mark ms. bullock 's best work in some time .
",3
611,"unless you come in to the film with a skateboard under your arm , you 're going to feel like you were n't invited to the party .
",1
612,"if the very concept makes you nervous ... you 'll have an idea of the film 's creepy , scary effectiveness .
",2
613,"an energetic and engaging film that never pretends to be something it is n't .
",3
614,"a compelling story of musical passion against governmental odds .
",3
615,"a rumor of angels does n't just slip -- it avalanches into forced fuzziness .
",0
616,"mindless yet impressively lean spinoff of last summer 's bloated effects fest the mummy returns .
",3
617,"what 's needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy .
",1
618,"stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation .
",1
619,"` alice 's adventure through the looking glass and into zombie-land ' is filled with strange and wonderful creatures .
",3
620,"late marriage is an in-your-face family drama and black comedy that is filled with raw emotions conveying despair and love .
",3
621,"remember it .
",3
622,"thoroughly enjoyable .
",3
623,"begins like a docu-drama but builds its multi-character story with a flourish .
",4
624,"it 's a fanboy ` what if ? '
",2
625,"the best comedy concert movie i 've seen since cho 's previous concert comedy film , i 'm the one that i want , in 2000 .
",4
626,"the dose is strong and funny , for the first 15 minutes anyway ; after that , the potency wanes dramatically .
",2
627,"you 'll end up moved .
",3
628,"i 've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we 've got something pretty damn close .
",3
629,"while it 's all quite tasteful to look at , the attention process tends to do a little fleeing of its own .
",1
630,"a visual spectacle full of stunning images and effects .
",4
631,"it 's always fascinating to watch marker the essayist at work .
",3
632,"a pure participatory event that malnourished intellectuals will gulp down in a frenzy .
",2
633,"the film , despite the gratuitous cinematic distractions impressed upon it , is still good fun .
",3
634,"but even while his characters are acting horribly , he is always sympathetic .
",3
635,"narc is all menace and atmosphere .
",1
636,"there is simply not enough of interest onscreen to sustain its seventy-minute running time .
",1
637,"-lrb- stevens is -rrb- so stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits .
",1
638,"kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business .
",1
639,"it dabbles all around , never gaining much momentum .
",1
640,"occasionally funny , sometimes inspiring , often boring .
",2
641,"being unique does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke .
",1
642,"strident and inelegant in its ` message-movie ' posturing .
",2
643,"that rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .
",4
644,"hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s. -- a major director is emerging in world cinema .
",4
645,"when -lrb- reno -rrb- lets her radical flag fly , taking angry potshots at george w. bush , henry kissinger , larry king , et al. , reno devolves into a laugh-free lecture .
",1
646,"never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .
",0
647,"even if you have no interest in the gang-infested , east-vs .
",2
648,"despite its visual virtuosity , ` naqoyqatsi ' is banal in its message and the choice of material to convey it .
",1
649,"while the filmmaking may be a bit disjointed , the subject matter is so fascinating that you wo n't care .
",3
650,"paul bettany is cool .
",3
651,"collateral damage is trash , but it earns extra points by acting as if it were n't .
",0
652,"it 's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother\/daughter pair .
",4
653,"the one not-so-small problem with expecting is that the entire exercise has no real point .
",1
654,"when you 've got the wildly popular vin diesel in the equation , it adds up to big box office bucks all but guaranteed .
",3
655,"the problem with all of this : it 's not really funny .
",1
656,"oops , she 's really done it this time .
",2
657,"one hour photo may seem disappointing in its generalities , but it 's the little nuances that perhaps had to escape from director mark romanek 's self-conscious scrutiny to happen , that finally get under your skin .
",1
658,"there are more shots of children smiling for the camera than typical documentary footage which hurts the overall impact of the film .
",2
659,"a modestly surprising movie .
",3
660,"it 's impossible to indulge the fanciful daydreams of janice beard -lrb- eileen walsh -rrb- when her real-life persona is so charmless and vacant .
",1
661,"as the movie traces mr. brown 's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times .
",4
662,"to others , it will remind them that hong kong action cinema is still alive and kicking .
",3
663,"with tiny little jokes and nary an original idea , this sappy ethnic sleeper proves that not only blockbusters pollute the summer movie pool .
",1
664,"confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .
",0
665,"it 's a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism .
",4
666,"a heartening tale of small victories and enduring hope .
",3
667,"this franchise has not spawned a single good film .
",0
668,"a taut , sobering film .
",4
669,"ear-splitting exercise in formula crash-and-bash action .
",1
670,"just about everyone involved here seems to be coasting .
",1
671,"what sets this romantic comedy apart from most hollywood romantic comedies is its low-key way of tackling what seems like done-to-death material .
",3
672,"claims to sort the bad guys from the good , which is its essential problem .
",1
673,"surprisingly , the film is a hilarious adventure and i shamelessly enjoyed it .
",3
674,"woo has as much right to make a huge action sequence as any director , but how long will filmmakers copy the `` saving private ryan '' battle scenes before realizing steven spielberg got it right the first time ?
",1
675,"although it starts off so bad that you feel like running out screaming , it eventually works its way up to merely bad rather than painfully awful .
",1
676,"makes 98 minutes feel like three hours .
",0
677,"the entire point of a shaggy dog story , of course , is that it goes nowhere , and this is classic nowheresville in every sense .
",1
678,"shame on writer\/director vicente aranda for making a florid biopic about mad queens , obsessive relationships , and rampant adultery so dull .
",1
679,"spinning a web of dazzling entertainment may be overstating it , but `` spider-man '' certainly delivers the goods .
",4
680,"de ayala is required to supply too much of the energy in a film that is , overall , far too staid for its subject matter .
",2
681,"i survived .
",2
682,"like the hanks character , he 's a slow study : the action is stilted and the tabloid energy embalmed .
",1
683,"a poignant lyricism runs through balzac and the little chinese seamstress that transforms this story about love and culture into a cinematic poem .
",4
684,"thriller directorial debut for traffic scribe gaghan has all the right parts , but the pieces do n't quite fit together .
",2
685,"... is funny in the way that makes you ache with sadness -lrb- the way chekhov is funny -rrb- , profound without ever being self-important , warm without ever succumbing to sentimentality .
",4
686,"does little to elaborate the conceit of setting this blood-soaked tragedy of murderous ambition in the era of richard nixon .
",2
687,"disney aficionados will notice distinct parallels between this story and the 1971 musical `` bedknobs and broomsticks , '' which also dealt with british children rediscovering the power of fantasy during wartime .
",2
688,"paul bettany is good at being the ultra-violent gangster wannabe , but the movie is certainly not number 1 .
",1
689,"the verdict : two bodies and hardly a laugh between them .
",1
690,"in xxx , diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep .
",4
691,"there is a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye .
",3
692,"it 's funny , as the old saying goes , because it 's true .
",3
693,"special p.o.v. camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the immense imax screen .
",4
694,"taken outside the context of the current political climate -lrb- see : terrorists are more evil than ever ! -rrb-
",1
695,"a little weak -- and it is n't that funny .
",1
696,"writer-director ritchie reduces wertmuller 's social mores and politics to tiresome jargon .
",1
697,"a forceful drama of an alienated executive who re-invents himself .
",3
698,"one of those exceedingly rare films in which the talk alone is enough to keep us involved .
",4
699,"an almost unbearably morbid love story .
",0
700,"a mean-spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia
",0
701,"if they broke out into elaborate choreography , singing and finger snapping it might have held my attention , but as it stands i kept looking for the last exit from brooklyn .
",1
702,"there 's a sheer unbridled delight in the way the story unfurls ...
",3
703,"we have an actor who is great fun to watch performing in a film that is only mildly diverting .
",2
704,"implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most american of businesses , and for that reason it may be the most oddly honest hollywood document of all .
",3
705,"very well written and directed with brutal honesty and respect for its audience .
",4
706,"impostor is a step down for director gary fleder .
",1
707,"moving and vibrant .
",4
708,"jacquot 's strategy allows his cast the benefit of being able to give full performances ... while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself .
",3
709,"hawn and sarandon form an acting bond that makes the banger sisters a fascinating character study with laughs to spare .
",4
710,"may puzzle his most ardent fans .
",1
711,"in other words , it 's badder than bad .
",0
712,"may prove to be -lrb- tsai 's -rrb- masterpiece .
",4
713,"... they missed the boat .
",2
714,"one of the best , most understated performances of -lrb- jack nicholson 's -rrb- career .
",4
715,"it makes sense that he went back to school to check out the girls -- his film is a frat boy 's idea of a good time .
",2
716,"after all , he took three minutes of dialogue , 30 seconds of plot and turned them into a 90-minute movie that feels five hours long .
",1
717,"the master of disguise falls under the category of ` should have been a sketch on saturday night live . '
",1
718,"they 're going through the motions , but the zip is gone .
",2
719,"shows holmes has the screen presence to become a major-league leading lady , -lrb- but -rrb- the movie itself is an underachiever , a psychological mystery that takes its sweet time building to a climax that 's scarcely a surprise by the time it arrives .
",1
720,"but it was n't .
",1
721,"though its atmosphere is intriguing ... the drama is finally too predictable to leave much of an impression .
",2
722,"foster breathes life into a roll that could have otherwise been bland and run of the mill .
",3
723,"in old-fashioned screenwriting parlance , ms. shreve 's novel proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast .
",1
724,"well-acted , well-directed and , for all its moodiness , not too pretentious .
",4
725,"one thing is for sure : this movie does not tell you a whole lot about lily chou-chou .
",2
726,"a tired , predictable , bordering on offensive , waste of time , money and celluloid .
",0
727,"there 's no disguising this as one of the worst films of the summer .
",0
728,"frida is n't that much different from many a hollywood romance .
",1
729,"follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun .
",1
730,"scott baio is turning in some delightful work on indie projects .
",3
731,"keenly observed and refreshingly natural , swimming gets the details right , from its promenade of barely clad bodies in myrtle beach , s.c. , to the adrenaline jolt of a sudden lunch rush at the diner .
",3
732,"a serviceable euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom -- handguns , bmws and seaside chateaus .
",2
733,"the last three narcissists left on earth compete for each others ' affections .
",2
734,"like vardalos and corbett , who play their roles with vibrant charm , the film , directed by joel zwick , is heartfelt and hilarious in ways you ca n't fake .
",4
735,"it 's likely that whatever you thought of the first production -- pro or con -- you 'll likely think of this one .
",2
736,"a lame comedy .
",0
737,"deliberately and devotedly constructed , far from heaven is too picture postcard perfect , too neat and new pin-like , too obviously a recreation to resonate .
",3
738,"morvern rocks .
",4
739,"a positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a shakespearean tragedy or a juicy soap opera .
",3
740,"when ` science fiction ' takes advantage of the fact that its intended audience has n't yet had much science , it does a disservice to the audience and to the genre .
",1
741,"illiterate , often inert sci-fi action thriller .
",1
742,"as janice , eileen walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm .
",3
743,"a film of quiet power .
",3
744,"overwrought , melodramatic bodice-ripper .
",1
745,"wins my vote for ` the 2002 enemy of cinema ' award .
",2
746,"it 's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but westbrook 's foundation and dalrymple 's film earn their uplift .
",2
747,"zhuangzhuang creates delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does .
",3
748,"because the film deliberately lacks irony , it has a genuine dramatic impact ; it plays like a powerful 1957 drama we 've somehow never seen before .
",4
749,"it 's a very valuable film ...
",4
750,"bad movie .
",0
751,"just when you think you are making sense of it , something happens that tells you there is no sense .
",1
752,"the rich performances by friel -- and especially williams , an american actress who becomes fully english -- round out the square edges .
",3
753,"the film rehashes several old themes and is capped with pointless extremes -- it 's insanely violent and very graphic .
",0
754,"an undistinguished attempt to make a classic theater piece cinematic .
",0
755,"it 's pauly shore awful .
",0
756,", `` they 're out there ! ''
",3
757,"` tadpole ' was one of the films so declared this year , but it 's really more of the next pretty good thing .
",2
758,"when the precise nature of matthew 's predicament finally comes into sharp focus , the revelation fails to justify the build-up .
",2
759,"a sour attempt at making a farrelly brothers-style , down-and-dirty laugher for the female set .
",1
760,"what could have been right at home as a nifty plot line in steven soderbergh 's traffic fails to arrive at any satisfying destination .
",1
761,"oh , james !
",3
762,"got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2혻1\/2 - hour , dissipated length .
",3
763,"an emotionally and spiritually compelling journey seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do .
",4
764,"an inept , tedious spoof of '70s kung fu pictures , it contains almost enough chuckles for a three-minute sketch , and no more .
",0
765,"... tackling a low-budget movie in which inexperienced children play the two main characters might not be the best way to cut your teeth in the film industry .
",2
766,"a vivid , sometimes surreal , glimpse into the mysteries of human behavior .
",3
767,"it 's no accident that the accidental spy is a solid action pic that returns the martial arts master to top form .
",4
768,"a wild comedy that could only spring from the demented mind of the writer of being john malkovich .
",3
769,"it 's affecting , amusing , sad and reflective .
",3
770,"how can such a cold movie claim to express warmth and longing ?
",1
771,"the film did n't convince me that calvin jr. 's barbershop represents some sort of beacon of hope in the middle of chicago 's south side .
",1
772,"exciting documentary .
",4
773,"at its most basic , this cartoon adventure is that wind-in-the-hair exhilarating .
",3
774,"a winning piece of work filled with love for the movies of the 1960s .
",3
775,"her film is like a beautiful food entr챕e that is n't heated properly , so that it ends up a bit cold and relatively flavorless .
",1
776,"the most excruciating 86 minutes one might sit through this summer that do not involve a dentist drill .
",1
777,"gives everyone something to shout about .
",4
778,"it 's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast .
",3
779,"the chateau is a risky venture that never quite goes where you expect and often surprises you with unexpected comedy .
",3
780,"but it is set in a world that is very , very far from the one most of us inhabit .
",2
781,"deliciously mean-spirited and wryly observant .
",3
782,"after the setup , the air leaks out of the movie , flattening its momentum with about an hour to go .
",2
783,"as dumb and cheesy as they may be , the cartoons look almost shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy .
",3
784,"though clearly well-intentioned , this cross-cultural soap opera is painfully formulaic and stilted .
",1
785,"jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .
",4
786,"reassuring , retro uplifter .
",4
787,"the most brilliant work in this genre since the 1984 uncut version of sergio leone 's flawed but staggering once upon a time in america .
",4
788,"there are deeply religious and spiritual people in this world who would argue that entering a church , synagogue or temple does n't mean you have to check your brain at the door .
",3
789,"this is unusual , food-for-thought cinema that 's as entertaining as it is instructive .
",3
790,"i have no problem with `` difficult '' movies , or movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out .
",2
791,"much credit must be given to the water-camera operating team of don king , sonny miller , and michael stewart .
",3
792,"a sugar-coated rocky whose valuable messages are forgotten 10 minutes after the last trombone honks .
",1
793,"all very stylish and beautifully photographed , but far more trouble than it 's worth , with fantasy mixing with reality and actors playing more than one role just to add to the confusion .
",2
794,"what begins brightly gets bogged down over 140 minutes .
",1
795,"a painfully slow cliche-ridden film filled with more holes than clyde barrow 's car .
",1
796,"the film 's only missteps come from the script 's insistence on providing deep emotional motivation for each and every one of abagnale 's antics .
",2
797,"the best of the pierce brosnan james bond films to date .
",3
798,"drumline is -- the mere suggestion , albeit a visually compelling one , of a fully realized story .
",3
799,"to be influenced chiefly by humanity 's greatest shame , reality shows -- reality shows for god 's sake !
",0
800,"take away the controversy , and it 's not much more watchable than a mexican soap opera .
",0
801,"the audacity to view one of shakespeare 's better known tragedies as a dark comedy is , by itself , deserving of discussion .
",1
802,"the success of undercover brother is found in its ability to spoof both black and white stereotypes equally .
",3
803,"too damn weird to pass up , and for the blacklight crowd , way cheaper -lrb- and better -rrb- than pink floyd tickets .
",3
804,"you expect more from director michael apted -lrb- enigma -rrb- and screenwriter nicholas kazan -lrb- reversal of fortune -rrb- than this cliche pileup .
",0
805,"director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .
",0
806,"a good-natured ensemble comedy that tries hard to make the most of a bumper cast , but never quite gets off the ground .
",1
807,"a moving and solidly entertaining comedy\/drama that should bolster director and co-writer juan jos챕 campanella 's reputation in the united states .
",4
808,"everything is off .
",1
809,"working from a surprisingly sensitive script co-written by gianni romoli ... ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up .
",4
810,"pretend like your sat scores are below 120 and you might not notice the flaws .
",1
811,"mordantly funny and intimately knowing ...
",3
812,"i ca n't remember the last time i saw worse stunt editing or cheaper action movie production values than in extreme ops .
",1
813,"it 's tommy 's job to clean the peep booths surrounding her , and after viewing this one , you 'll feel like mopping up , too .
",1
814,"each of these stories has the potential for touched by an angel simplicity and sappiness , but thirteen conversations about one thing , for all its generosity and optimism , never resorts to easy feel-good sentiments .
",4
815,"there 's ... an underlying old world sexism to monday morning that undercuts its charm .
",1
816,"what a great shame that such a talented director as chen kaige has chosen to make his english-language debut with a film so poorly plotted and scripted .
",0
817,"i liked a lot of the smaller scenes .
",3
818,"some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but overall the film never rises above mediocrity .
",1
819,"beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart .
",3
820,"nothing can detract from the affection of that moral favorite : friends will be friends through thick and thin .
",3
821,"bring tissues .
",3
822,"... hopefully it 'll be at the dollar theatres by the time christmas rolls around .
",2
823,"an enthralling , entertaining feature .
",4
824,"as a director , paxton is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip .
",4
825,"well-made but mush-hearted .
",3
826,"labute masterfully balances both traditional or modern stories together in a manner that one never overwhelms the other .
",4
827,"assured , glossy and shot through with brittle desperation .
",3
828,"a damn fine and a truly distinctive and a deeply pertinent film .
",4
829,"filmmaker stacy peralta has a flashy editing style that does n't always jell with sean penn 's monotone narration , but he respects the material without sentimentalizing it .
",3
830,"despite its promising cast of characters , big trouble remains a loosely tied series of vignettes which only prove that ` zany ' does n't necessarily mean ` funny . '
",1
831,"a surprisingly sweet and gentle comedy .
",3
832,"... begins with promise , but runs aground after being snared in its own tangled plot .
",1
833,"although what time offers tsai 's usual style and themes , it has a more colorful , more playful tone than his other films .
",4
834,"a dull , inconsistent , dishonest female bonding picture .
",0
835,"a must-see for fans of thoughtful war films and those interested in the sights and sounds of battle .
",4
836,"with an unflappable air of decadent urbanity , everett remains a perfect wildean actor , and a relaxed firth displays impeccable comic skill .
",4
837,"by no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story .
",1
838,"it has that rare quality of being able to creep the living hell out of you ...
",4
839,"it 's not difficult to spot the culprit early-on in this predictable thriller .
",2
840,"i encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- you wo n't be sorry !
",4
841,"what goes on for the 110 minutes of `` panic room '' is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals .
",1
842,"if you do n't flee , you might be seduced .
",2
843,"in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life ; despite the title ... amounts to surprisingly little .
",0
844,"the script was reportedly rewritten a dozen times -- either 11 times too many or else too few .
",0
845,"it may sound like a mere disease-of - the-week tv movie , but a song for martin is made infinitely more wrenching by the performances of real-life spouses seldahl and wollter .
",2
846,"this one is certainly well-meaning , but it 's also simple-minded and contrived .
",2
847,"the master of disguise may have made a great saturday night live sketch , but a great movie it is not .
",1
848,"it 's not a classic spy-action or buddy movie , but it 's entertaining enough and worth a look .
",2
849,"if we 're to slap protagonist genevieve leplouff because she 's french , do we have that same option to slap her creators because they 're clueless and inept ?
",0
850,"i 've had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama .
",1
851,"i 've seen some bad singer-turned actors , but lil bow wow takes the cake .
",1
852,"`` nicholas nickleby '' is a perfect family film to take everyone to since there 's no new `` a christmas carol '' out in the theaters this year .
",3
853,"if you already like this sort of thing , this is that sort of thing all over again .
",2
854,"it wo n't hold up over the long haul , but in the moment , finch 's tale provides the forgettable pleasures of a saturday matinee .
",3
855,"was that movie nothing more than a tepid exercise in trotting out a formula that worked five years ago but has since lost its fizz ?
",0
856,"how good this film might be , depends if you believe that the shocking conclusion is too much of a plunge or not .
",3
857,"a cellophane-pop remake of the punk classic ladies and gentlemen , the fabulous stains ... crossroads is never much worse than bland or better than inconsequential .
",0
858,"pretty good little movie .
",3
859,"if nothing else , `` rollerball '' 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by ll cool j.
",1
860,"angel presents events partly from the perspective of aurelie and christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale .
",3
861,"nemesis suffers from a paunchy midsection , several plodding action sequences and a wickedly undramatic central theme .
",1
862,"even when he 's not at his most critically insightful , godard can still be smarter than any 50 other filmmakers still at work .
",3
863,"the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile , and in the way the ivan character accepts the news of his illness so quickly but still finds himself unable to react .
",3
864,"-lrb- t -rrb- he film is never sure to make a clear point -- even if it seeks to rely on an ambiguous presentation .
",1
865,"this movie is about the worst thing chan has done in the united states .
",0
866,"amazing !
",4
867,"the ya-ya 's have many secrets and one is - the books are better .
",0
868,"the plot 's contrivances are uncomfortably strained .
",1
869,"a thoroughly entertaining comedy that uses grant 's own twist of acidity to prevent itself from succumbing to its own bathos .
",4
870,"kids will love its fantasy and adventure , and grownups should appreciate its whimsical humor .
",4
871,"-lrb- allen 's -rrb- best works understand why snobbery is a better satiric target than middle-america diversions could ever be .
",3
872,"the stars may be college kids , but the subject matter is as adult as you can get : the temptations of the flesh are unleashed by a slightly crazed , overtly determined young woman and a one-night swim turns into an ocean of trouble .
",3
873,"we 've liked klein 's other work but rollerball left us cold .
",0
874,"both a grand tour through 300 hundred years of russian cultural identity and a stunning technical achievement .
",4
875,"a markedly inactive film , city is conversational bordering on confessional .
",0
876,"clever and unflinching in its comic barbs , slap her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .
",4
877,"soderbergh , like kubrick before him , may not touch the planet 's skin , but understands the workings of its spirit .
",4
878,"there is no denying the power of polanski 's film ...
",3
879,"to be oblivious to the existence of this film would be very sweet indeed .
",1
880,"though it goes further than both , anyone who has seen the hunger or cat people will find little new here , but a tasty performance from vincent gallo lifts this tale of cannibal lust above the ordinary .
",3
881,"however stale the material , lawrence 's delivery remains perfect ; his great gift is that he can actually trick you into thinking some of this worn-out , pandering palaver is actually funny .
",2
882,"little more than a super-sized infomercial for the cable-sports channel and its summer x games .
",2
883,"the beautifully choreographed kitchen ballet is simple but absorbing .
",3
884,"from the opening strains of the average white band 's `` pick up the pieces '' , you can feel the love .
",3
885,"empire ca n't make up its mind whether it wants to be a gangster flick or an art film .
",1
886,"the result is so tame that even slightly wised-up kids would quickly change the channel .
",1
887,"a penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination .
",3
888,"thirteen conversations about one thing lays out a narrative puzzle that interweaves individual stories , and , like a mobius strip , elliptically loops back to where it began .
",3
889,"director peter kosminsky gives these women a forum to demonstrate their acting ` chops ' and they take full advantage .
",3
890,"storytelling feels slight .
",1
891,"witty , vibrant , and intelligent .
",3
892,"while we want macdowell 's character to retrieve her husband , we have to ask whether her personal odyssey trumps the carnage that claims so many lives around her .
",2
893,"despite its shortcomings , girls ca n't swim represents an engaging and intimate first feature by a talented director to watch , and it 's a worthy entry in the french coming-of-age genre .
",3
894,"interesting and thoroughly unfaithful version of carmen
",3
895,"thanks to a small star with big heart , this family film sequel is plenty of fun for all .
",4
896,"for most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .
",3
897,"it 's a smart , funny look at an arcane area of popular culture , and if it is n't entirely persuasive , it does give exposure to some talented performers .
",3
898,"we get the comedy we settle for .
",1
899,"eerily accurate depiction of depression .
",1
900,"schrader aims to present an unflinching look at one man 's downfall , brought about by his lack of self-awareness .
",1
901,"i 'm not saying that ice age does n't have some fairly pretty pictures , but there 's not enough substance in the story to actually give them life .
",2
902,"feels like the work of someone who may indeed have finally aged past his prime ... and , perhaps more than he realizes , just wants to be liked by the people who can still give him work .
",1
903,"extraordinary debut from josh koury .
",4
904,"it 's not life-affirming -- its vulgar and mean , but i liked it .
",2
905,"the pinochet case is a searing album of remembrance from those who , having survived , suffered most .
",2
906,"... a bland murder-on-campus yawner .
",0
907,"cannon 's confidence and laid-back good spirits are , with the drumming routines , among the film 's saving graces .
",3
908,"just like a splendid meal , red dragon satisfies -- from its ripe recipe , inspiring ingredients , certified cuisine and palatable presentation .
",4
909,"not as good as the original , but what is ...
",2
910,"feels more like a rejected x-files episode than a credible account of a puzzling real-life happening .
",0
911,"while certain cues , like the happy music , suggest that this movie is supposed to warm our hearts , jeong-hyang lee 's film is just as likely to blacken that organ with cold vengefulness .
",2
912,"features what is surely the funniest and most accurate depiction of writer 's block ever .
",4
913,"admirably ambitious but self-indulgent .
",2
914,"whenever it threatens to get bogged down in earnest dramaturgy , a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle rouses us .
",3
915,"surprisingly powerful and universal .
",4
916,"this rough trade punch-and-judy act did n't play well then and it plays worse now .
",2
917,"the story has its redundancies , and the young actors , not very experienced , are sometimes inexpressive .
",1
918,"even murphy 's expert comic timing and famed charisma ca n't rescue this effort .
",1
919,"a captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age .
",4
920,"an intelligent , multi-layered and profoundly humanist -lrb- not to mention gently political -rrb- meditation on the values of knowledge , education , and the affects of cultural and geographical displacement .
",4
921,"massoud 's story is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner -lrb- and ultimately the victim -rrb- of history .
",2
922,"if hill is n't quite his generation 's don siegel -lrb- or robert aldrich -rrb- , it 's because there 's no discernible feeling beneath the chest hair ; it 's all bluster and clich챕 .
",0
923,"and neither do cliches , no matter how ` inside ' they are .
",1
924,"strictly a ` guy 's film ' in the worst sense of the expression .
",1
925,"a lightweight , uneven action comedy that freely mingles french , japanese and hollywood cultures .
",1
926,"irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .
",0
927,"can you bear the laughter ?
",3
928,"`` abandon '' will leave you wanting to abandon the theater .
",0
929,"the movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man .
",0
930,"not as good as the full monty , but a really strong second effort .
",3
931,"asks what truth can be discerned from non-firsthand experience , and specifically questions cinema 's capability for recording truth .
",3
932,"audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching , but otherwise the production is suitably elegant .
",3
933,"... a solid , unassuming drama .
",3
934,"a formula family tearjerker told with a heavy irish brogue ... accentuating , rather than muting , the plot 's saccharine thrust .
",3
935,"ok arthouse .
",2
936,"it 's fairly solid -- not to mention well edited so that it certainly does n't feel like a film that strays past the two and a half mark .
",3
937,"the holiday message of the 37-minute santa vs. the snowman leaves a lot to be desired .
",1
938,"a vile , incoherent mess ... a scummy ripoff of david cronenberg 's brilliant ` videodrome . '
",0
939,"discursive but oddly riveting documentary .
",3
940,"what 's most offensive is n't the waste of a good cast , but the film 's denial of sincere grief and mourning in favor of bogus spiritualism .
",0
941,"like a medium-grade network sitcom -- mostly inoffensive , fitfully amusing , but ultimately so weightless that a decent draft in the auditorium might blow it off the screen .
",1
942,"there 's an epic here , but you have to put it together yourself .
",2
943,"a little melodramatic , but with enough hope to keep you engaged .
",3
944,"not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time .
",4
945,"just about all of the film is confusing on one level or another , making ararat far more demanding than it needs to be .
",1
946,"though it lacks the utter authority of a genre gem , there 's a certain robustness to this engaging mix of love and bloodletting .
",3
947,"all the filmmakers are asking of us , is to believe in something that is improbable .
",2
948,"it 's touching and tender and proves that even in sorrow you can find humor .
",3
